Username,Follower,About,Location,PageURL,Sexual,EnneagramType,Gender,Groups
,"['Inkhawk', 'WoodCraftsWoman']",,, https://www.personalitycafe.com/members/adorerodio.html,,Type 2,,[]
Adrenaline,"['vanWinchester', 'virentey', 'WhitneyPJ', 'Wolf78', 'Zinette', 'baent', 'Cassieopeia', 'cbelle', 'dagnytaggart', 'Derosa90', 'elvis2010', 'Halla74', 'haplo', 'johnnyBuz', 'kimosaibi', 'Lilsnowy', 'Logically Creative', 'nallyha', 'njchick', 'Norway88ESTP', 'Philosophicles', 'StandardLawyer', 'Strife', 'thefistofreality', 'TreeBob']",http://www.facebook.com/Edwards203,, https://www.personalitycafe.com/members/adrenaline.html,Female,Type 7w8,,[]
Adrian,"['Collossus', 'Isisx']",,, https://www.personalitycafe.com/members/adrian.html,,Type 2,Male,[]
Adrian Acclaim Cooper,"['chickydoda', 'Kelly617', ""L'Empereur"", 'MelBel', 'n2freedom', 'possiBri', 'starri', 'Tahlia', 'The Roving ENFP', 'viva']",,, https://www.personalitycafe.com/members/adrian-acclaim-cooper.html,Female,,Male,[]
abg613,"['EvilByte', 'FranklyScarlet', 'Rube']",,Somewhere over the rainbow...sorta,,,,Female,[]
abhimohit99,"['ECM', 'Lion daughter', 'sayakacarys']",,Indonesia, https://www.personalitycafe.com/members/abhimohit99.html,Female,,Male,['find-friend']
,,"5w4, 4w5, 9w1",,,,,Female,"['hug-cuddle-snuggle-group', 'christians']"
aela,"['ChristianChapman', 'Goodewitch']",,, https://www.personalitycafe.com/members/aela.html,Both,Type 4,,[]
,['freeone77'],,California, https://www.personalitycafe.com/members/aeloria.html,Female,,Male,[]
0ptimist,"['InvisibleButterfly', 'SavouryorSweet']","Interracially married since 1995 (I'm white and native american, she's black and native american). We have two sons, born in 1995 and 1998, and a daughter born in 2011. She and I are both singers, musicians and songwriters and have been in the same Christian band since 1997. I have been creating comics since 1980 and webcomics since 1996.","Austin, TX",,,Type 7w6,Male,[]
0rgans,,,, https://www.personalitycafe.com/members/0rgans.html,,,,[]
,"['Dauntless', 'Dissonance']",I'm an introverted and slightly anti-social individual. :),New York,,,Type 6,Male,[]
,['spylass'],,United States,,,,,['perceivers-haven']
,"['Alberiana', 'Dreamer', 'ethylester', 'Hotspur', 'Lokkye', 'Ori', 'snail']",Music is the gateway to my soul,"Here, There and Everywhere", https://www.personalitycafe.com/members/493dreamer.html,,Type 9,Female,[]
4B in a 4H world,,,"Portland, OR",,Male,Type 6,Female,[]
,,,,,Female,,Female,[]
4EvrSEARCHING4peace,"['enfp1091', 'la musa candido', 'Lady K', 'Moby']",,, https://www.personalitycafe.com/members/4evrsearching4peace.html,,,Female,['find-friend']
4isfp,"['Le9acyMuse', 'PizzaS', 'Wendixy']",,,,,,,[]
,"['Blue Butterfly', 'coachgabby', 'Ela Rose', 'fiasco', 'firedell', 'fribblesandyoko', 'I Kant', 'Just_Some_Guy', 'Korvyna', 'Lilsnowy', 'madhatter', 'napoleon227', 'nikkii', 'Perseus', 'Sunrain', 'SVALP', 'VenusMisty', 'VroomVroom']","I came, saw, and conquered. Now for a cold beer",, https://www.personalitycafe.com/members/abuwabu.html,Female,,Male,[]
,"['I Kant', 'sachin']",,South Africa,,Female,,,[]
Aeriner,"['another number', 'ClarityOfVision', 'Doc Dangerstein', 'Little Cloud', 'petite libellule']","Smiling's my favorite. I also flex my biceps a lot, and speak to hawks with my eyes.  I believe that language is transcendent and links all human beings to each other on a deeper, supernatural level!",Tatooine?, https://www.personalitycafe.com/members/aeriner.html,Female,Type 4,Male,[]
Aero,"['BrightenUp', 'Meyla', 'Pseudonym', 'Somniorum']",It's only the child who has to prove he's grown up.,Internet, https://www.personalitycafe.com/members/aero.html,,Type 9w1,Male,[]
aerosmithgirl,"['brightteyes', 'Cadyzilla', 'Charlie Chaotic', 'ERIKGWK', 'Espiculeas', 'kiwigrl', 'michaelmyerschick', 'SubterraneanHomesickAlien', 'Whatever I am']",,, https://www.personalitycafe.com/members/aerosmithgirl.html,Pansexual,,Female,[]
,,,, https://www.personalitycafe.com/members/aerosing.html,Both,,Female,[]
4rch0n,['Femmefatale'],,, https://www.personalitycafe.com/members/4rch0n.html,Female,,Male,[]
4sofie5,,"Have had a very colorful life to date...It continues to be quite a journey with its ups, downs, ins, outs and lots of other prepositions that I could add. Definately quite a ride.","East Coast, USA",,,,Female,"['find-friend', 'lost-lonely']"
"0,1,1,2,3,5,8,13,21,34","['Aerorobyn', 'Amacey', 'Angelic Gardevoir', 'aranae', 'briannaharleyyy', 'Bunker Man', 'dealuna', 'Disciple', 'donkeybals', 'ectasy', 'Synthetic Darkness', 'tanstaafl28', 'Tkae', 'Turututu', 'WamphyriThrall', 'lillian', 'Nearsification', 'Neonite', 'Pacifique', 'paradoxphoenix', 'penguinfrk', 'RecklessInspirer', 'sinistralpal', 'snail', 'StephanieAlice', 'ffjasmine', 'grandpa2390', 'Halcy0n', 'Haruhi Suzumiya', 'I Dream of a Supernova', 'IamOpening', 'igloo123', 'Immortal Beloved', 'Jayboi', 'Kathryne']",,Behind You with an Axe, https://www.personalitycafe.com/members/0-1-1-2-3-5-8-13-21-34.html,,,,"['nts-against-jerks', 'otaku', 'atheists-personalitycafe', 'rpg-zone', 'poetry']"
Accendo,"['Critix', 'my melody', 'samyeaboy', 'Sirindu']",,, https://www.personalitycafe.com/members/accendo.html,Male,,,[]
,"['chickydoda', 'damiencoold']",,,,Female,Type 7,Male,['metal']
,,,,,,Type 9w1,Female,[]
AkaruiRain,"['megmento', 'Serak']","I'm a wandering entity of ambiguity and contradiction, seeking structure and purpose. I don't really know how to describe myself, other than that I take life (and myself) way too seriously. I'm artistic, and adore the unconventional. I love human connections, exploring my surroundings, and observing others in the hopes of learning more about myself. What makes me feel is what makes me alive.",,,Male,Type 4w5,,[]
100333155,,,erewhon, https://www.personalitycafe.com/members/100333155.html,,Type 5,Female,[]
Aceries,"['Ankita', 'BrokenSticks']",A pretty relaxed person seeking stress relief.,"Somewhere in, California", https://www.personalitycafe.com/members/aceries.html,,Unknown,Female,[]
,['Artemis 2x4'],,"Baltimore, Maryland, United States",,,,,[]
00stephen,['septemberdawn'],,, https://www.personalitycafe.com/members/00stephen.html,,Type 2,Male,[]
3534,['EidolonAlpha'],,, https://www.personalitycafe.com/members/03534.html,,,,[]
73071048,"['INTJellectual', 'LoonyLovegood', 'myexplodingcat', 'NoirAddict', 'SophiaScorpia', 'ttanzkel', 'Wartime Consigliere', 'WhereverIMayRoam']","A 17 year old with incomprehensible emotional issues.
 INTJ, B+, 6w5, (1w2, 3w2) 
I sometimes avoid really deep discussions here.. and I may have wrong grammar sometimes, please excuse that. 
Currently a college student studying Biology.","NCR/CAR, PH", https://www.personalitycafe.com/members/073071048.html,,Type 6w5,,[]
Airy,"['Sonny', 'Stable Genius', 'Tater Tot', 'wisterias']",Why look who we have here :)?,Australia, https://www.personalitycafe.com/members/airy.html,Male,Type 7,Neutral,[]
Airyx,['Jingo'],,, https://www.personalitycafe.com/members/airyx.html,Both,Type 4,Female,[]
Aish,,,, https://www.personalitycafe.com/members/aish.html,Male,,Female,[]
Aislinn,"['justintroverted', 'KC', 'kevinlivecomau', 'Mammon', 'stardeep', 'zain_ahmed', 'ADHR26', 'Atypicalanalogue', 'dbitton', 'DimentionL', 'Doll', 'dream land fantasy', 'emmarose', 'EyeNFP', 'Huxleic', 'InLoveWithAWavelength']",,"Middle Earth, occasionally in the T.A.R.D.I.S.",,,Type 5w4,Female,[]
AirMarionette,"['agokcen', 'Allegorist', 'Ambivalence', 'angularvelocity', 'Atenza Coltheart', 'brightteyes', 'calysco', 'cdeuterian', 'Diphenhydramine', 'entropy', 'eso', 'Galaris', 'Hiki', 'Kitten', 'Linesky', 'Lucretius', 'Merov', 'momidoll', 'Morpheus83', 'NightSkyGirl', 'thehigher', 'trentster', 'username', 'Xanan', 'nikkii', 'nim', 'Preeb', 'Promethea', 'Proteus', 'Scruffy', 'sinistralpal', 'Skitzabeth', 'Socrates', 'susurration']",,, https://www.personalitycafe.com/members/airmarionette.html,,,Female,[]
95410,"['Coherence', 'Cool Hand Luke', 'DAHN', 'Ethanol', 'Fievel', 'knife', 'Moogles', 'nightsong', 'Vahyavishdapaya', 'Vivid Melody']",,,,,Type 9w1,Female,[]
,"['chickydoda', 'Emphasis', 'Essay', 'JansonKorr', 'n2freedom', 'natashasghost', 'pinkrasputin', 'SpaceCadette']",© 1980,USA, https://www.personalitycafe.com/members/agile.html,Female,,,[]
Agius32,"['Meirsho', 'Nessie', 'njchick', 'pericles', 'stillalive', 'Swordsman of Mana', 'The Wanderering ______', 'AbioticPrime', 'Bearlin', 'brittauzenne', 'Cassieopeia', 'Derosa90', 'DiamondDays', 'elissabowden', 'Feathers Falling', 'itsme45', 'JasmineMidnight']",My middle name is Agius which is Sicilian. I just moved to South Carolina from Tampa Bay a little over a year ago. I moved here to change my life.  I was an illegal entrepreneur in FL.  I got into a lot of trouble so left everything I owned and came here where my family is. I found out I am ESTP so I have been doing intense research. My mission is to discover myself and make friends. I was addicted to Oxycodone which I got prescribed by my doctor down in FL.  I also sold drugs.  I am all about change in my life. I will stop at no limit to find my purpose here on the planet Earth.   My hero is my full blooded Sicilian Grandfather. He was a Master Sergeant in WW11. He was a true leader at Iwo Jima. He was 100 yards away from the famous picture were the soldiers were putting back up the American Flag.,South Carolina,,Female,,Male,['mental-illness-breaking-silence']
Aaron Kelley,,,"Renovo, PA", https://www.personalitycafe.com/members/aaron-kelley.html,,Type 3,Male,[]
,,"I'm an INTP and that makes me a very understanding person in my eyes lol. I hate describing myself as I can be overly analytical and Indecisive so I prefer if you make your own judgement on me, that's if you want to get to know me ;)",Belfast UK, https://www.personalitycafe.com/members/aaronjohnston.html,,Unknown,Male,[]
A Little Fall of Rain,,,, https://www.personalitycafe.com/members/a-little-fall-of-rain.html,,Type 5,Female,[]
,"['crferguson', 'Crocket', 'DAHN', 'DesertWind', 'dream land fantasy', 'Enigma Daddy', 'EntPownage', 'Fienigma', 'Hruberen', 'I Kant', 'Stray_Arrow', 'Surreal Snake', 'The Antique Beast', 'The King Of Dreams', 'The Nth Doctor', 'Tophthetomboy', 'TranRichardK', 'Tristan427', 'TwitchdelaBRAT', 'urca', 'Adnan Syed', 'Ange1icwolf', 'b90', 'Brownicus', 'Btmangan', 'CaMiMa', 'CaptainWayward', 'Christina Breann', 'ClockMan', 'coolhandluke', 'Mr. Meepers', 'Navi', 'Ntuitive', 'OrdinarinessIsAFWTD', 'orni', 'Perspicacious', 'Rafiki', 'Saffronialily', 'Sino425', 'Spirals', 'Veggie', 'VernalVal', 'Winds of Entropy', 'INTJellectual', 'Jaw485', 'jono', 'Kilgore Trout', 'knightlevante', 'L', 'luxurieux', 'Metamorphoses', 'Minx McMinxie', 'MissSith']",Learning. Observing. Realizing. Confusing.,,,,Type 5,,[]
,"['Eggsies', 'NaughyChimp', 'princess0', 'Wings of Nike']",,Birmingham,,Female,,Male,[]
akc30,"['Apertureconspirator', 'cvinitak', 'Stu']",,, https://www.personalitycafe.com/members/akc30.html,Male,Type 4,Female,[]
Adam Sharpy,,,,,,,Male,[]
Adamantya,"['aLamour', 'Aspera', 'Black Rabbit', 'BlueMoon9', 'Btmangan', 'efromm', 'Empath', 'Exit', 'Finn Darkrider', 'Happy about Nothing.', 'Hastings', 'Hokahey', 'HorribleAesthete', 'MJ Gray', 'PlushWitch', 'thegirlcandance', 'Vaan']",,, https://www.personalitycafe.com/members/adamantya.html,,,Female,[]
AguaDeCoco,"['gvsunde', 'Theosophie']",,, https://www.personalitycafe.com/members/aguadecoco.html,,,Female,[]
agv,"['Kevinaswell', 'Marco Antonio', 'nikkii', 'SarahPalindrome', 'thewindlistens']",,, https://www.personalitycafe.com/members/agv.html,,,,[]
Aha,"['Vox', 'Wellsy', 'xdOllie', 'yentipeee', 'zarevo', 'foi_unbound', 'FX', 'hal0hal0', 'Hunger', 'iamken', 'jamaikaii', 'jdstankosky', 'katherine8', 'knife', 'L', 'drmiller100', 'Drowning_Zora', 'DuctTape', 'Eggsies', 'Elistra', 'ENTPreneur', 'ENTrePreneur', 'Expositus', 'Fievel', 'FlaviaGemina', 'CupcakesRDaBestBruv', 'Dalien', 'Dalton', 'Dandyline', 'Dao', 'DeathRipper', 'Deco', 'Deus Absconditus', 'Doll', 'DomNapoleon', 'Btmangan', 'Bugs', 'Call me Lal', 'Chesire Tower', 'chicklit', 'Chili990', 'Coccinellidae', 'cosmia', 'Cosmic Hobo', 'Courtalort', 'So Long So Long', 'SuperSoaker', 'Swordsman of Mana', 'tanstaafl28', 'Tazdingo', 'The Trollmaster', 'timeless', 'toopunktofxck', 'TuesdaysChild', 'Tzara', 'Lykourgus', 'mental blockstack', 'metaphor', 'musician gal', 'Nightchill', 'NIHM', 'nuut', 'onyxbrain', 'O_o', 'ParetoCaretheStare', '-Alexandra-', 'aef8234', 'Aha', 'Animal', 'Artemis 2x4', 'Arya', 'BarracudaChu', 'Bella2016', 'Bricolage', 'Brother', 'Parrot', 'petite libellule', 'PlacentaCake', 'Polexia', 'purplegoon', 'Quinault NDN', 'Raven_', 'Remnants', 'saltana', 'shakti']",NeTi sx/so 874,"Troll Station, Antarctica", https://www.personalitycafe.com/members/aha.html,Demisexual,Type 8w7,Male,"['spidey-witnesses', 'troll-station']"
adamwilson,,"I spend most of my time reading or researching for my school's debate team.  I could be described as a few things, honest (some people might call it rude or belligerent, open to interpretation I guess), intellectual (hopefully?), a hopeless romantic, and outgoing.  I don't think people should be able to know everything about someone before we even start talking so if you want to know anything else my inbox is open, send me an FR :)",, https://www.personalitycafe.com/members/adamwilson.html,Female,Unknown,Male,[]
AdaptiveDaydreamer,"['ERIKGWK', 'kinks', 'Starberry']",,,,,Unknown,Male,[]
AidanOfSweden,,"I was born in Katrineholm, in Sweden. I moved to the United States with my parents when I was 4 years old. I participate in theatre and fencing, and am trying to live life to it's fullest. I currently speak English and Swedish, and go to Sweden to visit relatives in the Summer.",United States, https://www.personalitycafe.com/members/aidanofsweden.html,Female,Unknown,,[]
Aidan,,,,,,Type 5w6,Male,[]
aidin36,['marzipan01'],,Tehran,,Female,,Male,[]
,,,,,,,Male,[]
,,,"Melbourne, Australia",,Female,,Male,[]
ain37,"['Boogie Monk', 'RoseRed']","I am an artist, author, bellydancer, crafter, musician and YouTube sensation.",, https://www.personalitycafe.com/members/ain37.html,Male,,Female,[]
,['Lorig'],,, https://www.personalitycafe.com/members/aint-it-fun.html,Female,,Male,[]
,,"About to go back to school and work on biochemistry. I have a lot of interest in mbti and enneagram related things. After researching a lot, I have found out I am an INFJ because I can't relate to any other type, really! 
Might plan to be a psychiatrist or a dermatologist. An ideal job is to have my own office and space.  
If you want somebody to talk to, I'm there!",, https://www.personalitycafe.com/members/air.html,,,,[]
AddictiveMuse,"['-Alpha-', 'AliciaM', 'Ametcitra', 'Angina Jolie', 'Antipode', 'Apolo', 'Apple Pine', 'Artemis 2x4', 'Aurus', 'B. Toast', 'ENTrePreneur', 'Eram Sum Ero', 'EternalNocturne', 'ethylene', 'FakeLefty', 'FearAndTrembling', 'Frosty', 'FX', 'Gossip Goat', 'gracemontez', 'kayaycee.', 'KCfox', 'Keine Kageshirasawa', 'knife', 'Korra', 'Kurt Wagner', ""L'Enfant Terrible"", 'Leo Argent', 'Leviticus Cornwall', 'lifelikeweeds', 'QuiteCharmed', 'Raawx', 'Rafiki', 'Redhotpengy', 'Roland Khan', 'Saturnian Devil', 'Scarab', 'SevSevens', 'Shade', 'ShadowsRunner', 'Theobruh', 'tulip', 'Tzara', 'Vahyavishdapaya', 'Wellsy', 'with water', 'Zapp', 'zelzahdarkcloak', 'Morfy', 'Mr. Meepers', 'napkineater', 'Narcissus', 'Naturely truthfull', 'Obligatoryusername91', 'Obscure', 'PariahParty', 'Pete The Lich', 'QueenOfCats', 'mangodelic psycho', 'Mee2', 'Meekers', 'Memory of Talon', 'Merry in Sunshine', 'Minami', 'MisterPerfect', 'Momentz', 'Monsieur Melancholy', 'Moonious', 'SlightlyEccentric', 'Solar Angel', 'Sporadic Aura', 'Stable Genius', 'StarFollowed', 'Superfluous', 'tanstaafl28', 'The Guitar Hero', 'The Trollmaster', 'TheCosmicHeart', 'Grandmaster Yoda', 'Halcyon', 'hawkataine', 'HeartCartography', 'iceblock', 'isamanthax', 'Jada24', 'Jaune', 'Jinsei', 'johnnyyukon', 'Baphomet', 'blehBLEH', 'Blue Soul', 'Boi Bussy', 'BrokenBricks', 'Bunny', 'Catwalk', 'Chesire Tower', 'Children Of The Bad Revolution', 'Clyme', 'confused girl28', 'Courtalort', 'Derange At 170', 'devoid', 'Dissonance', 'Doktorin Zylinder', 'Dosto Yevsky', 'DudeGuy', 'dulcinea', 'Emtropy']",[ON BREAK. COME BACK IN 5 MINUTES],,,Bisexual,Type 6w7,,"['project-ti', 'those-against-reduction', 'australian-percers', 'musicians']"
,"['Akrasiel', 'Andrewoo', 'Arioche', 'Aurora Fire', 'Aßbiscuits', 'Danse Macabre', ""de l'eau salée"", 'decided', 'doriusrex', 'Dr. Metallic', 'VernalVal', 'PeacePassion', 'Rouge', 'Scruffy', 'shacklesofreality', 'SilveryScience', 'Sunless', 'Surreal Breakfast', 'thehigher', 'Totally T Rex', 'TurranMC', 'dumtacemus', 'Femme', 'gOpheR', 'Haruhi Suzumiya', 'JesusSuperStars', 'Latte', 'Linesky', 'Misanthropy', 'Morpheus83', 'Oliver']",,, https://www.personalitycafe.com/members/addle1618.html,,Type 5,Male,"['surrealism', 'discrimination-not-joke']"
